Card_card_mid,Card_card_name,Card_card_approve,Card_card_sex,Card_card_rank,Card_card_face,Card_card_face_nft,Card_card_face_nft_type,Card_card_DisplayRank,Card_card_regtime,Card_card_spacesta,Card_card_birthday,Card_card_place,Card_card_description,Card_card_article,Card_card_fans,Card_card_friend,Card_card_attention,Card_card_sign,Card_card_level_info_current_level,Card_card_level_info_current_min,Card_card_level_info_current_exp,Card_card_level_info_next_exp,Card_card_pendant_pid,Card_card_pendant_name,Card_card_pendant_image,Card_card_pendant_expire,Card_card_pendant_image_enhance,Card_card_pendant_image_enhance_frame,Card_card_nameplate_nid,Card_card_nameplate_name,Card_card_nameplate_image,Card_card_nameplate_image_small,Card_card_nameplate_level,Card_card_nameplate_condition,Card_card_Official_role,Card_card_Official_title,Card_card_Official_desc,Card_card_Official_type,Card_card_official_verify_type,Card_card_official_verify_desc,Card_card_vip_type,Card_card_vip_status,Card_card_vip_due_date,Card_card_vip_vip_pay_type,Card_card_vip_theme_type,Card_card_vip_label_path,Card_card_vip_label_text,Card_card_vip_label_label_theme,Card_card_vip_label_text_color,Card_card_vip_label_bg_style,Card_card_vip_label_bg_color,Card_card_vip_label_border_color,Card_card_vip_label_use_img_label,Card_card_vip_label_img_label_uri_hans,Card_card_vip_label_img_label_uri_hant,Card_card_vip_label_img_label_uri_hans_static,Card_card_vip_label_img_label_uri_hant_static,Card_card_vip_avatar_subscript,Card_card_vip_nickname_color,Card_card_vip_role,Card_card_vip_avatar_subscript_url,Card_card_vip_tv_vip_status,Card_card_vip_tv_vip_pay_type,Card_card_vip_vipType,Card_card_vip_vipStatus,Card_card_is_senior_member,Card_space_s_img,Card_space_l_img,Card_following,Card_archive_count,Card_article_count,Card_follower,Card_like_num,aid
1375262,右肩酸痛求治愈,False,保密,10000,http://i1.hdslb.com/bfs/face/bbd2fadd5e84984456cb25917c776d4ec700c499.jpg,0,0,0,0,0,,,,0,10,0,0,,4,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,3,0,10,13,1060007
1653459,叮叮虾米,False,女,10000,https://i0.hdslb.com/bfs/face/c4e2fb49927f373f6f6724d5bfd911b50e52281f.jpg,0,0,0,0,0,,,,0,247,427,427,欢迎勾搭。虾米微博：http://weibo.com/xiamikun，已经躺尸，沉迷FGO中，等三次元一切稳定后可能会回来重新做视频。,6,0,0,0,5108,罗小黑战记,https://i0.hdslb.com/bfs/garb/item/4ab1a5a6e07a99e649cde625c06eeb1c15585156.png,0,https://i0.hdslb.com/bfs/garb/item/4ab1a5a6e07a99e649cde625c06eeb1c15585156.png,,0,,,,,,0,,,-1,-1,,2,1,1714406400000,0,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,1,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,196,0,247,128,1060003
1335502,彩灰,False,男,10000,http://i1.hdslb.com/bfs/face/b440cecae6d564f4b2a4047d1a3c3fa5267a0736.jpg,0,0,0,0,0,,,,0,3,4,4,悲伤知晓我的名字、它是我活着的唯一证据,3,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,2,0,3,1,1060005
1960826,神UP降,False,男,10000,http://i2.hdslb.com/bfs/face/ee53f92bb656b326600aa4b05cd3ed286b31857f.jpg,0,0,0,0,0,,,,0,23636,19,19,游戏王视频不再更新，有缘再见,6,0,0,0,0,,,0,,,8,知名偶像,https://i2.hdslb.com/bfs/face/27a952195555e64508310e366b3e38bd4cd143fc.png,https://i2.hdslb.com/bfs/face/0497be49e08357bf05bca56e33a0637a273a7610.png,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,1,0,1593100800000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,1290,0,23636,219497,1060001
1947788,yayafutere,False,女,10000,http://i2.hdslb.com/bfs/face/542a1faa46cc361375befc4f4f9c92cc0aa4b3d5.jpg,0,0,0,0,0,,,,0,6,190,190,,5,0,0,0,0,,,0,,,4,青铜殿堂,https://i2.hdslb.com/bfs/face/2879cd5fb8518f7c6da75887994c1b2a7fe670bd.png,https://i1.hdslb.com/bfs/face/6707c120e00a3445933308fd9b7bd9fad99e9ec4.png,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,1,0,1660320000000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,2,0,6,36,1060002
61925,Ciphotis,False,保密,10000,https://i2.hdslb.com/bfs/face/6b227776523045b9e2d9796adf78250f7b164ffb.jpg,0,0,0,0,0,,,,0,82,122,122,不多談！,6,0,0,0,0,,,0,,,4,青铜殿堂,https://i1.hdslb.com/bfs/face/2879cd5fb8518f7c6da75887994c1b2a7fe670bd.png,https://i0.hdslb.com/bfs/face/6707c120e00a3445933308fd9b7bd9fad99e9ec4.png,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,1,0,1614096000000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,1,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,8,0,82,77,1060011
563557,chidey,False,保密,10000,http://i1.hdslb.com/bfs/face/0af951a6e823cf8b7ab149da9fbbabec4636dedf.jpg,0,0,0,0,0,,,,0,6543,0,0,"Lollipop Lollipop Is Magic !!
微博http://weibo.com/chidey",5,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,361,0,6543,52731,1060016
816661,九歌司命,False,保密,10000,http://i1.hdslb.com/bfs/face/e03e251ceb969ee61cf7f5c9bfc74ea234ebb44e.jpg,0,0,0,0,0,,,,0,69,1,1,,4,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,16,0,69,619,1060014
312068,Lasafam,False,男,10000,https://i2.hdslb.com/bfs/face/11daeffe35fc7ace0522eab5cdd9f354594e0d96.jpg,0,0,0,0,0,,,,0,86,159,159,敗如破竹，丧家之犬。,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,2,1,1681574400000,1,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i2.hdslb.com/bfs/space/5fe2632486a5a91a234f0e7cb368ab6397477da4.jpg,http://i2.hdslb.com/bfs/space/87277d30cd19edcec9db466a9a3e556aeb0bc0ed.png,False,4,0,86,920,1060018
2462495,枫若夕,False,男,10000,https://i0.hdslb.com/bfs/baselabs/722d39336739a8151ffce1bb6566b3f4aba40148.png,1,1,0,0,0,,,,0,43,246,246,一个兴趣爱好广泛的普通人=￣ω￣=,6,0,0,0,3718,洛天依·最美的夜,https://i2.hdslb.com/bfs/garb/item/c750096afd2da04ffa699aff6b7358d58bbc3d10.png,0,https://i2.hdslb.com/bfs/garb/item/c750096afd2da04ffa699aff6b7358d58bbc3d10.png,,73,人理拯救者,https://i1.hdslb.com/bfs/face/cce87ed0886232619f3c632b7735f4806ccd6fdd.png,https://i0.hdslb.com/bfs/face/a45c24d252668566114de87e40a73f4d90309d7b.png,普通勋章,FGO 1.0剧情完结纪念,0,,,-1,-1,,2,1,1731254400000,0,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,1,http://i2.hdslb.com/bfs/space/dc02d22a718c1c436f1a355b3cd726b04098ef7d.jpg,http://i2.hdslb.com/bfs/space/265ecddc52d74e624dc38cf0cff13317085aedf7.png,False,14,0,43,228,1060028
