rpid,oid,type,mid,root,parent,dialog,count,rcount,floor,state,fansgrade,attr,ctime,like,action,content,replies,assist,show_follow,aid
308489381,1010000,1,38818181,0,0,0,1,1,2,0,0,0,1499509353,3,0,"{'message': '随便打了个av号搜到的', 'plat': 0, 'device': ''}",,0,False,1010000
12167320,1010000,1,845081,0,0,0,0,0,1,0,0,0,1394870133,0,0,"{'message': '一发入孕 千夏琉璃千秋万代一桶浆糊(°∀°)ﾉ', 'plat': 0, 'device': ''}",,0,False,1010000
281554849,1010004,1,35338054,0,0,0,0,0,4,0,0,0,1497146396,1,0,"{'message': '我以为是机器人`造鱼(｀・ω・´)', 'plat': 0, 'device': ''}",,0,False,1010004
12230736,1010004,1,2443045,0,0,0,0,0,3,0,0,0,1395099529,1,0,"{'message': '是啊，活灵活现，喷二氧化碳。。。', 'plat': 0, 'device': ''}",,0,False,1010004
12193490,1010004,1,2236766,0,0,0,0,0,2,0,0,0,1394953565,0,0,"{'message': '看不到', 'plat': 0, 'device': ''}",,0,False,1010004
664042462,1010003,1,55762033,0,0,0,0,0,2,0,0,0,1519912080,0,0,"{'message': '真的同一款机子国内外配置不一样吗', 'plat': 0, 'device': ''}",,0,False,1010003
12160391,1010003,1,1306877,0,0,0,0,0,1,0,0,0,1394853149,0,0,"{'message': '挺吊的！！', 'plat': 0, 'device': ''}",,0,False,1010003
2754372265,1010012,1,475877220,0,0,0,0,0,1,0,0,1024,1587377572,0,0,"{'message': '10492除以10388=1.010012', 'plat': 0, 'device': ''}",,0,False,1010012
12176187,1010016,1,908966,0,0,0,0,0,2,0,0,0,1394889880,0,0,"{'message': '留名    (〜￣△￣)〜', 'plat': 0, 'device': ''}",,0,False,1010016
12164407,1010016,1,1486475,0,0,0,0,0,1,0,0,0,1394862257,0,0,"{'message': '这狼人怎么感觉装备碾压了，一下普攻100多伤害_(:3」∠)_', 'plat': 0, 'device': ''}",,0,False,1010016
911400451,1010010,1,179605257,0,0,0,6,6,3,0,0,0,1531857865,10,0,"{'message': '闲着收av的只有我吗？1010010', 'plat': 0, 'device': ''}",,0,False,1010010
12304750,1010010,1,627776,0,0,0,0,0,2,0,0,256,1395410757,6,0,"{'message': '从开篇哭到结尾\n现在我20岁了，父母离异，父亲再婚，很多时候都在考虑养老问题，家庭和自身的情况又很窘迫。\n母亲一个人其实很寂寞，我烦恼的时候又不小心拿她出气，虽然过后很内疚，会对她好，但时常控制不住自己。。片中的男主人公，感同身受。我有了家庭之后，会不会觉得她是累赘？一想到这里，深深的罪恶感就迫使我止不住的流泪。\n百善孝为先，谨以此片，铭记此心。\n父亲母亲，你们辛苦了', 'plat': 0, 'device': ''}",,0,False,1010010
12294477,1010010,1,476582,0,0,0,0,0,1,0,0,0,1395387513,1,0,"{'message': '我觉得吧。旁观是挺心酸的。但实际上很多人都像片里面一样吧。', 'plat': 0, 'device': ''}",,0,False,1010010
12320719,1010015,1,281847,0,0,0,0,0,1,0,0,0,1395470492,1,0,"{'message': '妹子好漂亮！…', 'plat': 0, 'device': ''}",,0,False,1010015
