rpid,oid,type,mid,root,parent,dialog,count,rcount,floor,state,fansgrade,attr,ctime,like,action,content,replies,assist,show_follow,aid
13475574,1090000,1,32400,0,0,0,0,0,1,0,0,0,1398997646,0,0,"{'message': '来看下走了小狐狸精就不要大不留叉的阔蓝XDDD', 'plat': 0, 'device': ''}",,0,False,1090000
13593017,1090004,1,215339,0,0,0,0,0,4,0,0,0,1399290426,0,0,"{'message': '一股弱者的气息，罢了，出门让你半蓝', 'plat': 0, 'device': ''}",,0,False,1090004
13472197,1090004,1,899257,0,0,0,0,0,3,0,0,0,1398978295,0,0,"{'message': '（￣▽￣）炸弹人党在此留下***', 'plat': 0, 'device': ''}",,0,False,1090004
13373660,1090004,1,1624367,0,0,0,0,0,2,0,0,0,1398694627,0,0,"{'message': '(〜￣△￣)〜二 好吧二', 'plat': 0, 'device': ''}",,0,False,1090004
13433578,1090003,1,2076909,0,0,0,0,0,5,0,0,0,1398888123,2,0,"{'message': '我擦，BGM居然是踢出我天地的那首！！！  Song for Lover ！！！', 'plat': 0, 'device': ''}",,0,False,1090003
13413355,1090003,1,1567370,0,0,0,0,0,4,0,0,0,1398844486,1,0,"{'message': '唯独你们……唯独你们……看到那里心都碎了QAQ', 'plat': 0, 'device': ''}",,0,False,1090003
574479949,1090003,1,1534983,0,0,0,0,0,7,0,0,0,1515302003,0,0,"{'message': '本来快飙泪了..但看到银桑那把...洞爷湖.........好出戏..', 'plat': 0, 'device': ''}",,0,False,1090003
13372105,1090018,1,514936,0,0,0,0,0,2,0,0,0,1398692254,1,0,"{'message': '感觉有点跑调...', 'plat': 0, 'device': ''}",,0,False,1090018
13394673,1090018,1,2514192,0,0,0,0,0,4,0,0,0,1398773271,0,0,"{'message': '刘明.........', 'plat': 0, 'device': ''}",,0,False,1090018
13388887,1090018,1,1773250,0,0,0,0,0,3,0,0,0,1398758927,0,0,"{'message': '落水君好~', 'plat': 0, 'device': ''}",,0,False,1090018
612379367,1090015,1,35097088,0,0,0,0,0,3,0,0,0,1517570435,5,0,"{'message': '老说人家比亚迪找不到充电的怎么想？我想问问你找不到加油站的时候怎么想？', 'plat': 0, 'device': ''}",,0,False,1090015
1285859082,1090015,1,298733155,0,0,0,1,1,4,0,0,0,1546759071,2,0,"{'message': '14秦很垃圾，基本是半成品（也比550plugin好）15稍好（14更新程序后和15差不多）发动机介入没啥感觉了。但是nvh都很垃圾，17秦则是很大的飞跃，动力总成平顺度，悬挂，nvh。15唐质感比17秦差比15秦好。', 'plat': 0, 'device': ''}",,0,False,1090015
594392060,1090015,1,87879593,0,0,0,0,0,2,0,0,0,1516588905,2,0,"{'message': '比亚迪电动车卖点是电池，别的品牌不自燃就自爆(°∀°)ﾉ', 'plat': 0, 'device': ''}",,0,False,1090015
13446343,1090016,1,2064800,0,0,0,0,0,2,0,0,0,1398922527,0,0,"{'message': '第二Σ( ￣□￣||)', 'plat': 0, 'device': ''}",,0,False,1090016
13414004,1090016,1,3054634,0,0,0,0,0,1,0,0,0,1398846749,0,0,"{'message': '第一（￣▽￣）\n', 'plat': 0, 'device': ''}",,0,False,1090016
19047281,1090027,1,893078,0,0,0,0,0,14,0,0,0,1411271870,0,0,"{'message': '留名Σ( ￣□￣||)', 'plat': 0, 'device': ''}",,0,False,1090027
13595179,1090027,1,314173,0,0,0,0,0,13,0,0,0,1399294661,0,0,"{'message': '啊啊后期略……(ﾟДﾟ≡ﾟдﾟ)!?', 'plat': 0, 'device': ''}",,0,False,1090027
13427034,1090027,1,681845,0,0,0,0,0,12,0,0,0,1398869053,0,0,"{'message': '我来看（￣▽￣）', 'plat': 0, 'device': ''}",,0,False,1090027
13374827,1090024,1,348785,0,0,0,3,3,34,0,0,0,1398696309,20,0,"{'message': '( ´ ▽ ` )ﾉ我知道小伙伴们都爱我！【泥垢】，爱我就比我晚好不好…OTZ', 'plat': 0, 'device': ''}",,0,False,1090024
