BV1Bs411Z72K,1030007,1,171,电子竞技,2,http://i0.hdslb.com/bfs/archive/2986f23d8cd2a4d0d128bc1f5c9b31d94c279aab.jpg,【炉石传说 德鲁伊的鱼人】xiaoy解说德鲁伊两场,1395910307,1497424498,转自优酷 xiaoy零食店xiaoyls.taobao.com xiaoy外设店xiaoytv.taobao.com 牛肉粒三份包邮 xiaoy袜子wazi.wosc.cn,0,864,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,568466,人間の魂だ,http://i2.hdslb.com/bfs/face/6e073890af2512678de6f327b321628047777863.jpg,1030007,439,8,0,0,1,2,0,0,0,0,,,,1490889,636,360,0,,0,False,False,False,False,False,,,1030007
BV1Bs411Z71o,1030008,1,171,电子竞技,2,http://i2.hdslb.com/bfs/archive/13a460b2484a50748d7ae07cc0a0780b25af160e.jpg,【转型是快啊】魔兽争霸xiaoy解说玉米 vs nicker TS,1395910339,1497424498,转自优酷 xiaoy零食店xiaoyls.taobao.com xiaoy外设店xiaoytv.taobao.com 牛肉粒三份包邮 xiaoy袜子wazi.wosc.cn,0,1245,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,568466,人間の魂だ,http://i2.hdslb.com/bfs/face/6e073890af2512678de6f327b321628047777863.jpg,1030008,610,14,1,1,0,4,0,0,0,0,,,,1490890,960,720,0,,0,False,False,False,False,False,,,1030008
BV1Bs411Z72T,1030006,1,21,日常,2,http://i1.hdslb.com/bfs/archive/b1e4654759837a1e96ed858bc9297fcb500a9e54.jpg,Google黑色幽默广告 谷歌先生第二部,1395910275,1497424840,新浪 《谷歌先生》第二部新鲜出炉。短片延续第一部黑色幽默的风格，将谷歌搜索引擎设定为中年大叔，并加入网络审查的元素，由墨镜男代表美国国家安全局，还有狗币大叔，关心“屁为何臭”的美女。,0,119,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,726495,Vegetto酱,http://i0.hdslb.com/bfs/face/1f9a2dd06971461707c1b48370e7f49df94f8d7c.jpg,1030006,5814,52,7,56,15,21,0,512,0,0,,,,1490888,638,360,0,,0,False,False,False,False,False,,,1030006
BV1Bs411Z72N,1030000,1,122,野生技能协会,2,http://i0.hdslb.com/bfs/archive/fe071f2574156695e1e1bb7b8896cb6afef3f65a.jpg,傲娇扫地机器人(￣ヘ￣),1395910055,1497424095,sm23186347 夏普的革(点)新(歪)全(科)业(技)界(树)之作~前两天宣布研发的cocorobo酱的雏形应该就是这个了~,0,78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,452285,lucilius,https://i2.hdslb.com/bfs/face/1775ba5f35982bee0a3dd2b11254ec65ca46da50.jpg,1030000,74379,407,146,440,48,26,0,103,4,0,,,,1490877,640,360,0,,0,False,False,False,False,False,,,1030000
BV1Bs411Z72u,1030004,6,130,音乐综合,1,http://i0.hdslb.com/bfs/archive/799afc55e2c8caef31b13cb87942e7379e90809c.jpg,[全民向]日本神曲评选决赛入选歌曲汇总第二期120首,1395910262,1497425942,新浪 自制，第一期av962090，提示本视频为个人调查得出的数据，并非官方，一共5P，1p是120首有声歌曲，2p和3P分别是10首经典纯音乐+2首非日文经典歌曲，4p是权威第一，5p是中国调查出来的第一，而6p是销量第一，因为数据太多，有些没有上榜的歌曲将在下一期上榜，如果你有什么好歌要推荐的，请私信我或在评论区写好歌名和歌手名字也是可以的，祝大家听歌愉快，觉得好多投点硬币喔,0,9264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1613224,楚幽弦,https://i1.hdslb.com/bfs/face/020344eee08024f09772de60bf846a942e145f6a.jpg,1030004,31520,3386,151,1127,260,20,0,294,80,0,,,,1490881,810,608,0,,0,False,False,False,False,False,,,1030004
BV1Bs411Z72A,1030002,1,24,MAD·AMV,2,http://i0.hdslb.com/bfs/archive/b9706bf344b8d9e9f2cad0ca7dc73c36b4d62414.jpg,【AMV】【妖精的尾巴】One for the Money!,1395910158,1497425524,youtube 细致的改图和流畅的转场，GodFire91用了近3个月时间完成的精彩妖尾AMV！,0,606,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1324413,牛牛蝎羯,http://i0.hdslb.com/bfs/face/2540fe335acdd2874d84da7a644139d90a398ec9.gif,1030002,12671,513,25,276,100,18,0,529,11,0,,,,1490879,640,360,0,,0,False,False,False,False,False,,,1030002
BV1Bs411Z72w,1030003,1,171,电子竞技,2,http://i0.hdslb.com/bfs/archive/43a4f39d6737a93c72dda16ee68b3a655abb34c4.jpg,【没正面的胜利】魔兽争霸xiaoy解说th000 vs 玉米 AI,1395910238,1497424498,转自优酷 xiaoy零食店xiaoyls.taobao.com xiaoy外设店xiaoytv.taobao.com 牛肉粒三份包邮 xiaoy袜子wazi.wosc.cn,0,881,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,568466,人間の魂だ,http://i2.hdslb.com/bfs/face/6e073890af2512678de6f327b321628047777863.jpg,1030003,519,3,0,0,0,4,0,0,0,0,,,,1490880,480,360,0,,0,False,False,False,False,False,,,1030003
BV1Bs411Z7yk,1030016,1,71,综艺,2,http://i1.hdslb.com/bfs/archive/246aa359f2a72ad2fbfef2119092692b6ee5fc0d.jpg,#囧司徒每日秀# 20140325囧叔谈俄罗斯，杰西卡普金侵占囧叔领土,1395910856,1497366535,囧叔粉丝群309482161@Not小月月&lt;br/&gt;#囧司徒每日秀# 20140325囧叔谈俄罗斯，杰西卡普金侵占囧叔领土|TheDailyShow20140325A_FLV 囧叔怒斥俄罗斯侵占克里米亚，逼得乌克兰军队上演有史以来最悲催下岗，杰西卡普金侵占囧叔的领土，要怎么办。PO主这完全不像开始工作的状态自己也心慌,0,522,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60058,阿尔法小分队字幕组,https://i1.hdslb.com/bfs/face/cf18efba4c11086c93f9e3eb2f7a588642a64a43.jpg,1030016,45141,516,45,213,20,51,0,254,61,0,,,,1490902,640,358,0,,0,False,False,False,False,False,,,1030016
BV1Bs411Z71R,1030010,1,17,单机游戏,1,http://i1.hdslb.com/bfs/archive/eb11f5dc666428b2897d4c0a9245d28e53d490a5.jpg,【COD: Ghosts】第01关 Ghost stories,1395910408,1497427838,自制 联邦叛变，轨道武器被劫持，北美大众遭殃,0,797,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3448469,MadTom,http://i2.hdslb.com/bfs/face/87e90d57027a872c89f2dcdaa8d169ca4a8adfb1.jpg,1030010,476,6,4,1,3,3,0,0,12,0,,,,1490895,638,360,0,,0,False,False,False,False,False,,,1030010
BV1Bs411Z71Z,1030015,1,24,MAD·AMV,2,http://i2.hdslb.com/bfs/archive/fae4b2ec661b56e4a53f8e3b23ff723dba6dc5a5.jpg,【多素材AMV】I will always follow you,1395910746,1497425524,youtube 黑白的画面与舒缓的音乐！Editor：enigmaticfox，BGM： Say Something ,0,216,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1324413,牛牛蝎羯,http://i0.hdslb.com/bfs/face/2540fe335acdd2874d84da7a644139d90a398ec9.gif,1030015,944,22,1,16,1,1,0,0,2,0,,,,1490901,640,360,0,,0,False,False,False,False,False,,,1030015
