Card_card_mid,Card_card_name,Card_card_approve,Card_card_sex,Card_card_rank,Card_card_face,Card_card_face_nft,Card_card_face_nft_type,Card_card_DisplayRank,Card_card_regtime,Card_card_spacesta,Card_card_birthday,Card_card_place,Card_card_description,Card_card_article,Card_card_fans,Card_card_friend,Card_card_attention,Card_card_sign,Card_card_level_info_current_level,Card_card_level_info_current_min,Card_card_level_info_current_exp,Card_card_level_info_next_exp,Card_card_pendant_pid,Card_card_pendant_name,Card_card_pendant_image,Card_card_pendant_expire,Card_card_pendant_image_enhance,Card_card_pendant_image_enhance_frame,Card_card_nameplate_nid,Card_card_nameplate_name,Card_card_nameplate_image,Card_card_nameplate_image_small,Card_card_nameplate_level,Card_card_nameplate_condition,Card_card_Official_role,Card_card_Official_title,Card_card_Official_desc,Card_card_Official_type,Card_card_official_verify_type,Card_card_official_verify_desc,Card_card_vip_type,Card_card_vip_status,Card_card_vip_due_date,Card_card_vip_vip_pay_type,Card_card_vip_theme_type,Card_card_vip_label_path,Card_card_vip_label_text,Card_card_vip_label_label_theme,Card_card_vip_label_text_color,Card_card_vip_label_bg_style,Card_card_vip_label_bg_color,Card_card_vip_label_border_color,Card_card_vip_label_use_img_label,Card_card_vip_label_img_label_uri_hans,Card_card_vip_label_img_label_uri_hant,Card_card_vip_label_img_label_uri_hans_static,Card_card_vip_label_img_label_uri_hant_static,Card_card_vip_avatar_subscript,Card_card_vip_nickname_color,Card_card_vip_role,Card_card_vip_avatar_subscript_url,Card_card_vip_tv_vip_status,Card_card_vip_tv_vip_pay_type,Card_card_vip_vipType,Card_card_vip_vipStatus,Card_card_is_senior_member,Card_space_s_img,Card_space_l_img,Card_following,Card_archive_count,Card_article_count,Card_follower,Card_like_num,aid
2213,FantasyBlue,False,男,10000,http://i2.hdslb.com/bfs/face/63eb2e80812911eda75e02cae6758afcd9a86735.png,0,0,0,0,0,,,,0,476,180,180,没有天赋的堆pc玩家&奇怪的镜像人。（微博@Reishikaa,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,2,1,1690732800000,1,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,246,0,476,3173,1020003
388629,樱莲霏,False,女,10000,https://i0.hdslb.com/bfs/face/6dc81179afc10e68c5200b604a748c7dee109057.jpg,0,0,0,0,0,,,,0,213,186,186,,6,0,0,0,3609,雪未来,https://i0.hdslb.com/bfs/garb/item/0cc9d8cfa62d589c9caac1da2e52f0365514941a.png,0,https://i0.hdslb.com/bfs/garb/item/14d4fa56eecc644dfaef423de52d2ff5fa893192.webp,https://i0.hdslb.com/bfs/garb/item/2d0d07c9f7e960e1085a3e84361500b5163c1c76.png,62,有爱大佬,https://i1.hdslb.com/bfs/face/a10ee6b613e0d68d2dfdac8bbf71b94824e10408.png,https://i1.hdslb.com/bfs/face/54f4c31ab9b1f1fa2c29dbbc967f66535699337e.png,普通勋章,当前持有粉丝勋章最高等级>=15级,0,,,-1,-1,,2,1,1672761600000,1,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i1.hdslb.com/bfs/space/eaad1be97a1ef0e4a32261f9191947e774b5f7f6.png,http://i1.hdslb.com/bfs/space/eaad1be97a1ef0e4a32261f9191947e774b5f7f6.png,False,60,0,213,594,1020004
220308,dueldoll,False,保密,10000,http://i0.hdslb.com/bfs/face/3e05784ef26a8226619b93a7c117080a2c7df755.jpg,0,0,0,0,0,,,,0,9,1,1,,2,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,20,0,9,2,1020010
455243,习惯了隐身,False,保密,10000,http://i2.hdslb.com/bfs/face/4a0a4ffa2a3fa29a82bf3fb964a528d222682570.jpg,0,0,0,0,0,,,,0,15,20,20,,5,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,5,0,15,16,1020016
916623,春天的泉,False,男,10000,http://i0.hdslb.com/bfs/face/78326a3e4aa659ab3c86939784cd837418787083.jpg,0,0,0,0,0,,,,0,172815,558,558,杀鱼搬运工，B站知名贾队长铁粉,6,0,0,0,0,,,0,,,74,大会员2018年度勋章,https://i0.hdslb.com/bfs/face/421179426c929dfeaed4117461c83f5d07ffb148.png,https://i0.hdslb.com/bfs/face/682001c2e1c2ae887bdf2a0e18eef61180c48f84.png,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,2,1,1732550400000,1,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,1305,0,172815,238474,1020014
3292979,糜酱,False,女,10000,http://i2.hdslb.com/bfs/face/b93c5d8c9b1101ef5d43098831edc430a2e158df.jpg,0,0,0,0,0,,,,0,14044,174,174,"〓如视频侵权请私信我删〓

    视频↙可调原画。  下载自助  http://www.bilibilijj.com/oldindex

「何も知らずに勝手に誤解されるのはごめんだ。」
",6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i2.hdslb.com/bfs/space/c9dae917e24b4fc17c4d544caf6b6c0b17f8692b.jpg,http://i2.hdslb.com/bfs/space/9ccc0447aebf0656809b339b41aa5b3705f27c47.png,False,2492,0,14044,105114,1020017
2810247,猫吉不捡肥皂,False,保密,10000,http://i0.hdslb.com/bfs/face/5bdf27a19d0c5daee84e0e208d3dcbae4fc2af9c.jpg,0,0,0,0,0,,,,0,339,97,97,,5,0,0,0,997,斯莱特林,https://i0.hdslb.com/bfs/face/fe28eff09605fda73ccc2c80ba4a47e723cf3d63.png,0,https://i0.hdslb.com/bfs/face/fe28eff09605fda73ccc2c80ba4a47e723cf3d63.png,,0,,,,,,0,,,-1,-1,,2,1,1735833600000,0,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i1.hdslb.com/bfs/space/1f4eaf70d1bb981f6057b3e440249d7a1f65774f.jpg,http://i1.hdslb.com/bfs/space/3ab888c1d149e864ab44802dea8c1443e940fa0d.png,False,33,0,339,8264,1020020
2214949,战士V荣誉,False,男,10000,http://i1.hdslb.com/bfs/face/ab096216d5b9316156927017847a3c346b499ec1.jpg,0,0,0,0,0,,,,0,7907,110,110,聊天QQ群：280736684 大家随意！^_^,6,0,0,0,0,,,0,,,6,高级搬运工,https://i0.hdslb.com/bfs/face/a9af39ab7ed08e078c45d58dd96a6411aba1a9d3.png,https://i0.hdslb.com/bfs/face/46e5aae4667c72c379b46b51fac4b4426d9214e7.png,高级勋章,转载视频投稿通过总数>=100,0,,,-1,-1,,1,0,1619107200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/d60a4be11f1bca6168a60a53c64bca18eddd6443.jpg,http://i2.hdslb.com/bfs/space/44873d3568bdcb3d850d234e02a19602972450f1.png,False,314,0,7907,19909,1020024
176906,墨色,False,保密,10000,http://i2.hdslb.com/bfs/face/06d07e2b844770ceb4d6b878947b8172116f023b.gif,0,0,0,0,0,,,,0,1679,204,204,@子慕予兮_http://weibo.com/yuesuwanxiu,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1626451200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,53,0,1679,873,1020021
137525,Ayssia,False,保密,10000,http://i2.hdslb.com/bfs/face/f6418f58a88d2075437264b5bd7da9991344831a.jpg,0,0,0,0,0,,,,0,210,67,67,来！擦个痛快！,5,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1626451200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,14,0,210,686,1020032
