BV1is411Z7sb,1020003,1,17,单机游戏,2,http://i0.hdslb.com/bfs/archive/aca4209f491a0e4d050a064737ee8046737bea80.jpg,音GAME最强BOSS曲集（DIVA AC&MAIMAI篇）,1395387213,1497346236,搬运 sm23127786 maimai部分从17：08开始,0,1931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2213,FantasyBlue,http://i2.hdslb.com/bfs/face/63eb2e80812911eda75e02cae6758afcd9a86735.png,1020003,1172,58,2,29,1,3,0,0,0,0,,,,1475707,512,286,0,,0,False,False,False,False,False,,,1020003
BV1is411Z7si,1020004,1,31,翻唱,2,http://i1.hdslb.com/bfs/archive/9de670d17ebe3e9184b039ca9578e2d2100b1d20.jpg,【ばな奈】想见到你【音质提升】,1395387226,1497423921,"sm18052415
本家様：sm11713594

MIX：萎え犬しゃん(mylist/24450952)



マイリスト⇒mylist/29953547
ツイッター⇒BNN2525",0,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,388629,樱莲霏,https://i0.hdslb.com/bfs/face/6dc81179afc10e68c5200b604a748c7dee109057.jpg,1020004,337,54,1,10,3,3,0,0,1,0,,,,23747647,600,360,0,,0,False,False,False,False,False,,,1020004
BV1is411Z7sH,1020010,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/99f69ec18b126293fa96487f080a09a7774dce61.jpg,[屠龙之路]1T秒龙头（伪）——伪娘版,1395387511,1497402301,自制 把妃王换成伪娘后，伤害就不多说，看来不需要抽妃王了,0,115,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220308,dueldoll,http://i0.hdslb.com/bfs/face/3e05784ef26a8226619b93a7c117080a2c7df755.jpg,1020010,262,4,0,0,1,4,0,0,0,0,,,,1475714,270,360,0,,0,False,True,False,False,False,,,1020010
BV1is411Z7sL,1020016,1,171,电子竞技,2,http://i2.hdslb.com/bfs/archive/10783abc15fde775a1230d9e6744287fd0afb85d.jpg,《阿飞教你打炉石第14期》天梯3级毫不讲理的信仰法,1395387807,1497424102,优酷 搬运 《阿飞教你打炉石第14期》天梯3级毫不讲理的信仰法,0,565,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,455243,习惯了隐身,http://i2.hdslb.com/bfs/face/4a0a4ffa2a3fa29a82bf3fb964a528d222682570.jpg,1020016,256,1,0,0,0,3,0,0,0,0,,,,1475722,638,360,0,,0,False,False,False,False,False,,,1020016
BV1is411Z7sx,1020014,1,212,美食侦探,2,http://i2.hdslb.com/bfs/archive/5d976ef6d4429c363c218b2305b986b61877464e.jpg,《云南味道》全集补档第三集——绿野鲜宗,1395387784,1497425291,CNTV 云南卫视《经典人文地理》推出的10集纪录片，讲述云南美食的方方面面,0,2395,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,916623,春天的泉,http://i0.hdslb.com/bfs/face/78326a3e4aa659ab3c86939784cd837418787083.jpg,1020014,5013,125,0,115,0,13,0,0,1,0,,,,1475721,480,360,0,,0,False,False,False,False,False,,,1020014
BV1is411Z7s5,1020017,1,31,翻唱,2,http://i1.hdslb.com/bfs/archive/ab9f2a86f90091367eded2094f36a8c569d7cbbc.jpg,【コゲ犬】轮回,1395387847,1497427714,"sm12283456 (已更源,早期的画质比较差)狗狗的リンネwww 本家様→ sm11468381 お借りしたＰＶ→ sm11653171 犬小屋→ mylist/18683744",0,275,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3292979,糜酱,http://i2.hdslb.com/bfs/face/b93c5d8c9b1101ef5d43098831edc430a2e158df.jpg,1020017,1745,75,14,68,2,0,0,0,1,0,,,,1503045,640,360,0,,0,False,False,False,False,False,,,1020017
BV1is411Z7sJ,1020020,1,25,MMD·3D,2,http://i0.hdslb.com/bfs/archive/e9ad025c3e14279e2a1b9fc83bb00c68d621a0be.jpg,【Free!MMD搬运】树要太太之正太（女朋友？）犬系真琴MMD,1395388013,1497427270,YouTube 太可爱了！MMDbyご隠居(樹要）小さい頃はハルちゃんのほうが大きかったのでー视频源：http://www.youtube.com/watch?v=w2w71kdSHgw&amp;amp;feature=youtu.be 侵删致歉！,0,220,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2810247,猫吉不捡肥皂,http://i0.hdslb.com/bfs/face/5bdf27a19d0c5daee84e0e208d3dcbae4fc2af9c.jpg,1020020,2191,219,13,118,33,4,0,0,2,0,,,,1475726,640,360,0,,0,False,False,False,False,False,,,1020020
BV1is411Z7sT,1020024,1,124,社科·法律·心理,2,http://i0.hdslb.com/bfs/archive/4116a07954ad267a30c479054d9174182ac47b0f.jpg,【标清】英国的无人机试飞过程,1395388060,1497426655,优酷搬运 了解一下英国的无人机试飞过程！,0,125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2214949,战士V荣誉,http://i1.hdslb.com/bfs/face/ab096216d5b9316156927017847a3c346b499ec1.jpg,1020024,1810,35,2,11,0,7,0,0,1,0,,,,1475730,640,360,0,,0,False,False,False,False,False,,,1020024
BV1is411Z7sE,1020021,1,25,MMD·3D,1,http://i2.hdslb.com/bfs/archive/4fb721a88a469bb61a5cc427d916022e0f8c7c66.jpg,【MMD】#古剑奇谭2#乐无异吻屏,1395388027,1497393342,自制 动作镜头sm19647949天空球来自如栩 挺好玩的顺手做了个掉节操么么哒,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176906,墨色,http://i2.hdslb.com/bfs/face/06d07e2b844770ceb4d6b878947b8172116f023b.gif,1020021,2930,16,1,13,3,7,0,0,2,0,,,,1475727,640,360,0,,0,False,False,False,False,False,,,1020021
BV1is411Z7pX,1020032,1,17,单机游戏,1,http://i0.hdslb.com/bfs/archive/2c31dd6638a215bd6a6ac8496c527449a4ba9866.png,东方幕华祭EASY难度NMNB全避,1395388642,1497385289,自制 是谁说幕华祭E比正作E简单的来着！(╯‵□′)╯︵┻━┻,0,3071,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137525,Ayssia,http://i2.hdslb.com/bfs/face/f6418f58a88d2075437264b5bd7da9991344831a.jpg,1020032,2323,108,10,21,6,15,0,0,1,0,,,,1475743,480,360,0,,0,False,False,False,False,False,,,1020032
