Card_card_mid,Card_card_name,Card_card_approve,Card_card_sex,Card_card_rank,Card_card_face,Card_card_face_nft,Card_card_face_nft_type,Card_card_DisplayRank,Card_card_regtime,Card_card_spacesta,Card_card_birthday,Card_card_place,Card_card_description,Card_card_article,Card_card_fans,Card_card_friend,Card_card_attention,Card_card_sign,Card_card_level_info_current_level,Card_card_level_info_current_min,Card_card_level_info_current_exp,Card_card_level_info_next_exp,Card_card_pendant_pid,Card_card_pendant_name,Card_card_pendant_image,Card_card_pendant_expire,Card_card_pendant_image_enhance,Card_card_pendant_image_enhance_frame,Card_card_nameplate_nid,Card_card_nameplate_name,Card_card_nameplate_image,Card_card_nameplate_image_small,Card_card_nameplate_level,Card_card_nameplate_condition,Card_card_Official_role,Card_card_Official_title,Card_card_Official_desc,Card_card_Official_type,Card_card_official_verify_type,Card_card_official_verify_desc,Card_card_vip_type,Card_card_vip_status,Card_card_vip_due_date,Card_card_vip_vip_pay_type,Card_card_vip_theme_type,Card_card_vip_label_path,Card_card_vip_label_text,Card_card_vip_label_label_theme,Card_card_vip_label_text_color,Card_card_vip_label_bg_style,Card_card_vip_label_bg_color,Card_card_vip_label_border_color,Card_card_vip_label_use_img_label,Card_card_vip_label_img_label_uri_hans,Card_card_vip_label_img_label_uri_hant,Card_card_vip_label_img_label_uri_hans_static,Card_card_vip_label_img_label_uri_hant_static,Card_card_vip_avatar_subscript,Card_card_vip_nickname_color,Card_card_vip_role,Card_card_vip_avatar_subscript_url,Card_card_vip_tv_vip_status,Card_card_vip_tv_vip_pay_type,Card_card_vip_vipType,Card_card_vip_vipStatus,Card_card_is_senior_member,Card_space_s_img,Card_space_l_img,Card_following,Card_archive_count,Card_article_count,Card_follower,Card_like_num,aid
1324413,牛牛蝎羯,False,保密,10000,http://i0.hdslb.com/bfs/face/2540fe335acdd2874d84da7a644139d90a398ec9.gif,0,0,0,0,0,,,,0,252024,34,34,Manners maketh man,6,0,0,0,49,bilibili冬,https://i0.hdslb.com/bfs/face/5e4e39614212374d43eb76a06cadcf0d0282bec2.png,0,https://i0.hdslb.com/bfs/face/5e4e39614212374d43eb76a06cadcf0d0282bec2.png,,5,知名搬运工,https://i1.hdslb.com/bfs/face/b9536dbd2e182f25595e43a3a502cb20b929766d.png,https://i0.hdslb.com/bfs/face/e569b3162e74dce455366578645957bd7950a3d6.png,高级勋章,转载视频投稿通过总数>=1000,0,,,-1,-1,,1,0,1506787200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/5fe2632486a5a91a234f0e7cb368ab6397477da4.jpg,http://i2.hdslb.com/bfs/space/87277d30cd19edcec9db466a9a3e556aeb0bc0ed.png,False,8605,0,252024,891380,1070002
619108,爱神Cupid,False,保密,10000,https://i1.hdslb.com/bfs/face/499625f79c8ab5cfe7d19a2cf386afb8f4e12a27.jpg,0,0,0,0,0,,,,0,1150,101,101,想做什么做什么，取关随意。你拉黑我，我就拉黑你,6,0,0,0,0,,,0,,,10,见习偶像,https://i1.hdslb.com/bfs/face/e93dd9edfa7b9e18bf46fd8d71862327a2350923.png,https://i2.hdslb.com/bfs/face/275b468b043ec246737ab8580a2075bee0b1263b.png,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,1,0,1642176000000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/dc02d22a718c1c436f1a355b3cd726b04098ef7d.jpg,http://i2.hdslb.com/bfs/space/265ecddc52d74e624dc38cf0cff13317085aedf7.png,False,276,0,1150,32173,1070000
3102062,Anime55,False,男,10000,http://i2.hdslb.com/bfs/face/015a5910c80707c540474a5e7feea4e14d60ce2b.jpg,0,0,0,0,0,,,,0,2892,49,49,"觉得有趣的话加个关注
微博：http://weibo.com/anime55 QQ群：462697279 
弹幕主义网个人主页http://www.danmu.com/u/31446",4,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,72,0,2892,1952,1070006
1450616,翀不是羽中,False,男,10000,http://i2.hdslb.com/bfs/face/f924df14d02e0535ff7a9cf8e79b918a97f4aade.jpg,0,0,0,0,0,,,,0,52,275,275,大叔,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1652803200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,11,0,52,309,1070007
125997,孤独的狼,False,男,10000,http://i0.hdslb.com/bfs/face/5d2c92beb774a4bb30762538bb102d23670ae9c0.gif,0,0,0,0,0,,,,0,10,131,131,,5,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,2,1,1708704000000,0,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,2,0,10,39,1070004
212230,八尾妖姬,False,保密,10000,https://i1.hdslb.com/bfs/face/18d025bf5de52117d4f44192191d04eed71484d2.jpg,0,0,0,0,0,,,,0,405982,66,66,微博：八尾妖姬。游戏群：640084700 ~注意弹幕礼仪。,6,0,0,0,0,,,0,,,0,,,,,,1,bilibili 知名搞笑UP主,,0,0,bilibili 知名搞笑UP主,2,1,1854460800000,0,0,,十年大会员,ten_annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/adb599797dd171e2d3d6d012f448b49679258344.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/sGu57N6pgK.png,1,#FB7299,7,,0,0,2,1,0,http://i1.hdslb.com/bfs/space/63686abd6e6f2972ebafc87cabc10182dc918516.png,http://i1.hdslb.com/bfs/space/63686abd6e6f2972ebafc87cabc10182dc918516.png,False,2074,0,405982,925262,1070010
663792,tuhr123,False,男,10000,https://i0.hdslb.com/bfs/face/d5a7df5f269dd529e6b2bf7837cc7da6bf179041.jpg,0,0,0,0,0,,,,0,5771,0,0,,6,0,0,0,0,,,0,,,8,知名偶像,https://i0.hdslb.com/bfs/face/27a952195555e64508310e366b3e38bd4cd143fc.png,https://i1.hdslb.com/bfs/face/0497be49e08357bf05bca56e33a0637a273a7610.png,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,1,0,1618761600000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,764,0,5771,28934,1070014
3384949,鮫島社長的鸽,False,女,10000,http://i2.hdslb.com/bfs/face/0291f35bd45641f12ec5e26e1db0e9603a8b9579.jpg,0,0,0,0,0,,,,0,163,95,95,,4,0,0,0,0,,,0,,,4,青铜殿堂,https://i1.hdslb.com/bfs/face/2879cd5fb8518f7c6da75887994c1b2a7fe670bd.png,https://i0.hdslb.com/bfs/face/6707c120e00a3445933308fd9b7bd9fad99e9ec4.png,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,1,0,1488124800000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/718eac8c71e29b8a80431c46110805c3a40e30a6.jpg,http://i2.hdslb.com/bfs/space/70ce28bcbcb4b7d0b4f644b6f082d63a702653c1.png,False,18,0,163,2654,1070017
310476,黑化零度,False,男,10000,https://i0.hdslb.com/bfs/face/c2b1d61eed8da1be0661a785439c41e3219b6230.jpg,0,0,0,0,0,,,,0,5715,404,404,"嘿我是零度 新浪微博@黑化肥会挥发挥发会发灰黑的零度,实况,翻唱,美食,潜水UP（并不是233.qq群376043914 一起来玩儿=v=",5,0,0,0,0,,,0,,,20,2015噗尼噗尼活动,https://i1.hdslb.com/bfs/face/51fd08c386a4a677bad106510e841bcd73deaf48.png,https://i1.hdslb.com/bfs/face/c6123430cfcc87bc32e28e8adbdbcfbf95c4499d.png,稀有勋章,2015噗尼噗尼元宵活动符合要求并成功参与的UP主获得 ,0,,,-1,-1,,2,1,1753977600000,0,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,117,0,5715,322,1070012
919244,陈皮诺Pino,False,男,10000,https://i2.hdslb.com/bfs/face/3d7ce4427d4759a7bdf40449142b745aaffbdec3.jpg,0,0,0,0,0,,,,0,200305,212,212,新浪微博@陈皮诺Pino 商v联系bilibili3787,6,0,0,0,0,,,0,,,8,知名偶像,https://i0.hdslb.com/bfs/face/27a952195555e64508310e366b3e38bd4cd143fc.png,https://i1.hdslb.com/bfs/face/0497be49e08357bf05bca56e33a0637a273a7610.png,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,1686585600000,1,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i2.hdslb.com/bfs/space/d60a4be11f1bca6168a60a53c64bca18eddd6443.jpg,http://i2.hdslb.com/bfs/space/44873d3568bdcb3d850d234e02a19602972450f1.png,False,159,0,200305,598440,1070018
