tag_id,tag_name,cover,head_cover,content,short_content,type,state,ctime,count,is_atten,likes,hates,attribute,liked,hated,extra_attr,music_id,tag_type,is_activity,color,alpha,is_season,subscribed_count,archive_count,featured_count,jump_url,aid
536,原创,,,1,,3,0,1436866637,"{'view': 0, 'use': 16407725, 'atten': 239592}",0,0,0,0,0,0,0,,old_channel,False,,0,False,239592,-,0,,1240051
5900,高产,http://i0.hdslb.com/bfs/tag/114c1b91980df06940a7de4a8a5ce4314c9ddf1b.jpg,,表示一个UP主更新速度极快,,3,0,1436866637,"{'view': 0, 'use': 7611, 'atten': 209}",0,0,0,0,0,0,0,,old_channel,False,,0,False,209,-,0,,1240051
354039,默寒,http://i0.hdslb.com/bfs/tag/7f9561bd98ab226778238d46aae3284be9525259.jpg,,"默寒的专题，包含Minecraft系列、游戏大丈夫和游戏萌大耐等。
新浪微博：http://weibo.com/576779980 优酷空间：http://i.youku.com/u/UNjA5NDczNjY4  百度贴吧：默寒ZT；交流群群：288099328；极游网YY直播频道：30365",,3,0,1436866637,"{'view': 0, 'use': 2001, 'atten': 401}",0,0,0,0,0,0,0,,old_channel,False,,0,False,401,-,0,,1240051
1841,感人,,,,,3,0,1436866637,"{'view': 0, 'use': 326268, 'atten': 36468}",0,0,0,0,0,0,0,,old_channel,False,,0,False,36468,-,0,,1240051
7160,实况解说,http://i0.hdslb.com/bfs/tag/36955b7e83ff9f5053cf23bd870d720a598c53aa.jpg,,,,3,0,1436866637,"{'view': 0, 'use': 2788253, 'atten': 26054}",0,0,0,0,0,0,0,,old_channel,False,,0,False,26054,-,0,,1240051
26100,悲伤,,,,,0,0,1436866637,"{'view': 0, 'use': 30250, 'atten': 574}",0,0,0,0,0,0,0,,old_channel,False,,0,False,574,-,0,,1240051
598957,游戏萌大耐,,,,,0,0,1436866637,"{'view': 0, 'use': 15, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240051
199306,勇敢的心,,,,,0,0,1436866637,"{'view': 0, 'use': 7188, 'atten': 106}",0,0,0,0,0,0,0,,old_channel,False,,0,False,106,-,0,,1240051
1444,TAG可以玩系列,,,,,0,0,1436866637,"{'view': 0, 'use': 306, 'atten': 3}",0,0,0,0,0,0,0,,old_channel,False,,0,False,3,-,0,,1240051
700259,TAG可以玩系列！,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240051
263089,游戏集锦,http://i0.hdslb.com/bfs/archive/48847e5dc94a9a2526846d7d6051dedc4976066f.png,http://i0.hdslb.com/bfs/tag/c47710d730162f1e1c49d23e68aa0bf42b83b0e9.jpg,,,3,0,1436866637,"{'view': 0, 'use': 1814908, 'atten': 247649}",0,0,0,0,0,0,0,,new_channel,False,#67CFCC,60,False,247649,131.5万,5622,,1240052
211260,WANNA系列,,,,,3,0,1436866637,"{'view': 0, 'use': 4165, 'atten': 17}",0,0,0,0,0,0,0,,old_channel,False,,0,False,17,-,0,,1240052
5031,I,,,,,0,0,1436866637,"{'view': 0, 'use': 4281, 'atten': 22}",0,0,0,0,0,0,0,,old_channel,False,,0,False,22,-,0,,1240052
697417,四国岛,,,,,0,0,1436866637,"{'view': 0, 'use': 32, 'atten': 1}",0,0,0,0,0,0,0,,old_channel,False,,0,False,1,-,0,,1240055
293939,人文地图,,,,,0,0,1436866637,"{'view': 0, 'use': 49, 'atten': 14}",0,0,0,0,0,0,0,,old_channel,False,,0,False,14,-,0,,1240055
622459,MMD.3D,http://i0.hdslb.com/bfs/archive/9bdcd15248fede1b5b32fa4d1fdd92352f6e537f.jpg,,,,3,0,1436866637,"{'view': 0, 'use': 80966, 'atten': 44845}",0,0,0,0,0,0,0,,old_channel,False,,0,False,44845,-,0,,1240063
299929,剧情MMD,,,,,3,0,1436866637,"{'view': 0, 'use': 16432, 'atten': 87683}",0,0,0,0,0,0,0,,old_channel,False,,0,False,87683,-,0,,1240063
699582,THE RISING后续剧情捏他,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240063
542541,色气虎叔,,,,,0,0,1436866637,"{'view': 0, 'use': 35, 'atten': 5}",0,0,0,0,0,0,0,,old_channel,False,,0,False,5,-,0,,1240063
66471,TIGER&AMP;BUNNY,,,,,0,0,1436866637,"{'view': 0, 'use': 183, 'atten': 16}",0,0,0,0,0,0,0,,old_channel,False,,0,False,16,-,0,,1240063
4685,好想告诉你,http://i0.hdslb.com/bfs/tag/611cab02bc66c0f758918f02b47451660655c5e6.jpg,,"传说中的“贞子”浓黑的长发，就算是在盛夏也惨白的皮肤，阴沉的脸，连笑容都让人感到恐惧，只要与她对视3秒就会石化。更不用说接近她，令人发毛的阴森感。就是她——黑沼爽子，一个早已经被遗忘的名字，被大家称做“贞子”的女生，从小学到高中都是如此。几乎没有人知道她的本名，天天都被人害怕着。其实，她只是阴沉了一点点而已，只是而已啦。笑起来有点恐怖，周围的空气流动比较诡异点而已。

《好想告诉你》是日本漫画家椎名轻穗创作的一部少女漫画，在集英社旗下的漫画杂志《别册玛格丽特》上连载。2008年获得宝岛社“这本漫画真厉害！”奖少女系作品第一名、讲谈社漫画赏少女部门赏。TV动画的第一季于2009年10月放送，第二季于2011年1月放送。作品还被改编为AVG游戏。",,3,0,1436866637,"{'view': 0, 'use': 2384, 'atten': 118}",0,0,0,0,0,0,0,,old_channel,False,,0,False,118,-,0,,1240060
23292,ACG音乐,http://i0.hdslb.com/bfs/archive/103d4c32e134654e93bdd976933fe2874516a172.jpg,http://i0.hdslb.com/bfs/archive/2bd98de8e6fe0af41d9ca264a8e10b087e365ef6.jpg,ACG音乐相关,ACG音乐相关,3,0,1436866637,"{'view': 0, 'use': 427270, 'atten': 54901}",0,0,0,0,0,0,0,,old_channel,False,,0,False,54901,-,0,,1240060
707,ED,,,,,3,0,1436866637,"{'view': 0, 'use': 128740, 'atten': 72021}",0,0,0,0,0,0,0,,old_channel,False,,0,False,72021,-,0,,1240060
33975,风早翔太,,,,,0,0,1436866637,"{'view': 0, 'use': 154, 'atten': 5}",0,0,0,0,0,0,0,,old_channel,False,,0,False,5,-,0,,1240060
101291,黑沼爽子,,,,,0,0,1436866637,"{'view': 0, 'use': 138, 'atten': 3}",0,0,0,0,0,0,0,,old_channel,False,,0,False,3,-,0,,1240060
22539,好想急死你,,,,,0,0,1436866637,"{'view': 0, 'use': 287, 'atten': 27}",0,0,0,0,0,0,0,,old_channel,False,,0,False,27,-,0,,1240060
23292,ACG音乐,http://i0.hdslb.com/bfs/archive/103d4c32e134654e93bdd976933fe2874516a172.jpg,http://i0.hdslb.com/bfs/archive/2bd98de8e6fe0af41d9ca264a8e10b087e365ef6.jpg,ACG音乐相关,ACG音乐相关,3,0,1436866637,"{'view': 0, 'use': 427270, 'atten': 54901}",0,0,0,0,0,0,0,,old_channel,False,,0,False,54901,-,0,,1240073
711531,拔尖,,,,,0,0,1436866637,"{'view': 0, 'use': 23, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240073
710661,凄美楪祈,,,,,0,0,1436866637,"{'view': 0, 'use': 2, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240073
699591,但是不去做绝对做不到!,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240073
699590,也许能做到,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240073
699589,去做的话,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240073
55377,图书馆战争,http://i0.hdslb.com/bfs/tag/f51b8bf1faad19d1f5b79984fcade0f066d08d97.jpg,,为了公序良俗等理由，政府制定了侵犯人权的“媒体净化法”，并成立了“媒体净化委员会”与“净化特务机关”来进行净化工作。与这个强权机关对抗的唯一组织，即为“图书馆”。一群热爱图书馆自由的人们，武装自己与净化机关进行战争，守护图书馆的自由。笠原郁在高中的某一天看到了想买的书，却遇上了净化委员会的成员，这时却出现了一名男人，使对方离开。西元2019年（正化31年），笠原郁加入了战争,,3,0,1436866637,"{'view': 0, 'use': 209, 'atten': 37}",0,0,0,0,0,0,0,,old_channel,False,,0,False,37,-,0,,1240077
23292,ACG音乐,http://i0.hdslb.com/bfs/archive/103d4c32e134654e93bdd976933fe2874516a172.jpg,http://i0.hdslb.com/bfs/archive/2bd98de8e6fe0af41d9ca264a8e10b087e365ef6.jpg,ACG音乐相关,ACG音乐相关,3,0,1436866637,"{'view': 0, 'use': 427270, 'atten': 54901}",0,0,0,0,0,0,0,,old_channel,False,,0,False,54901,-,0,,1240077
530,OP,,,,,3,0,1436866637,"{'view': 0, 'use': 251220, 'atten': 91875}",0,0,0,0,0,0,0,,old_channel,False,,0,False,91875,-,0,,1240077
2850284,明日的街道,,,,,1,0,1479638149,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240077
622459,MMD.3D,http://i0.hdslb.com/bfs/archive/9bdcd15248fede1b5b32fa4d1fdd92352f6e537f.jpg,,,,3,0,1436866637,"{'view': 0, 'use': 80966, 'atten': 44845}",0,0,0,0,0,0,0,,old_channel,False,,0,False,44845,-,0,,1240086
158647,恶友组,,,,,3,0,1436866637,"{'view': 0, 'use': 1036, 'atten': 524}",0,0,0,0,0,0,0,,old_channel,False,,0,False,524,-,0,,1240086
1142319,舞蹈MMD,http://i0.hdslb.com/bfs/tag/64d4b4214e8206dc90914f1c404c69e6894cae64.jpg,,MMD的全名叫MIKUMIKUDANCE，译为让初音跳舞，所以说我们不制作剧情，只为让模型变得更美。,,3,0,1436866637,"{'view': 0, 'use': 208104, 'atten': 185525}",0,0,0,0,0,0,0,,old_channel,False,,0,False,185525,-,0,,1240086
283911,喵塔利亚,,,,,0,0,1436866637,"{'view': 0, 'use': 247, 'atten': 200}",0,0,0,0,0,0,0,,old_channel,False,,0,False,200,-,0,,1240086
373,演奏,http://i0.hdslb.com/bfs/tag/84631a636ff585aef1d7fbd5ed8e71f0d449202a.png,http://i0.hdslb.com/bfs/tag/f087ca6b0d28c7a0a95a7a4f3eb94a2523eeba52.png,以乐器演奏为主体的视频作品。,一切皆可演奏！,3,0,1436866637,"{'view': 0, 'use': 313217, 'atten': 161292}",0,0,0,0,0,0,0,,new_channel,False,#55B1AF,60,False,161292,451.4万,9041,,1240093
92815,单簧管,,,,,3,0,1436866637,"{'view': 0, 'use': 14684, 'atten': 552}",0,0,0,0,0,0,0,,old_channel,False,,0,False,552,-,0,,1240093
168436,没锁TAG,,,,,0,0,1436866637,"{'view': 0, 'use': 139, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240093
680,哔哩哔哩,,,,,0,0,1436866637,"{'view': 0, 'use': 197245, 'atten': 7531}",0,0,0,0,0,0,0,,old_channel,False,,0,False,7531,-,0,,1240093
742644,7.21来的喵,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240093
700786,TAG要被玩坏,,,,,0,0,1436866637,"{'view': 0, 'use': 1, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240093
55377,图书馆战争,http://i0.hdslb.com/bfs/tag/f51b8bf1faad19d1f5b79984fcade0f066d08d97.jpg,,为了公序良俗等理由，政府制定了侵犯人权的“媒体净化法”，并成立了“媒体净化委员会”与“净化特务机关”来进行净化工作。与这个强权机关对抗的唯一组织，即为“图书馆”。一群热爱图书馆自由的人们，武装自己与净化机关进行战争，守护图书馆的自由。笠原郁在高中的某一天看到了想买的书，却遇上了净化委员会的成员，这时却出现了一名男人，使对方离开。西元2019年（正化31年），笠原郁加入了战争,,3,0,1436866637,"{'view': 0, 'use': 209, 'atten': 37}",0,0,0,0,0,0,0,,old_channel,False,,0,False,37,-,0,,1240091
23292,ACG音乐,http://i0.hdslb.com/bfs/archive/103d4c32e134654e93bdd976933fe2874516a172.jpg,http://i0.hdslb.com/bfs/archive/2bd98de8e6fe0af41d9ca264a8e10b087e365ef6.jpg,ACG音乐相关,ACG音乐相关,3,0,1436866637,"{'view': 0, 'use': 427270, 'atten': 54901}",0,0,0,0,0,0,0,,old_channel,False,,0,False,54901,-,0,,1240091
707,ED,,,,,3,0,1436866637,"{'view': 0, 'use': 128740, 'atten': 72021}",0,0,0,0,0,0,0,,old_channel,False,,0,False,72021,-,0,,1240091
2763057,changes,,,,,0,0,1477541174,"{'view': 0, 'use': 162, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240091
5249,神谷浩史,http://i0.hdslb.com/bfs/tag/9c3541ab7e955c3ab6fa44387be10f85e922ad1a.png,http://i0.hdslb.com/bfs/tag/e81720854a510df9993c17aea96b9d6712d6089c.jpg,"神谷浩史，日本著名男性声优。2007年起，和小野大辅在广播节目DearGirl~Stories~中开始合作。主要作品：夏目贵志《夏目友人帐》、缇耶利亚··厄德《高达00》、折原临也《DRRR!》、糸色望《再见！绝望先生》、阿良良木历《化物语》。获得四次声优奖：最佳男配角赏、最佳男主角奖、最佳广播主持奖、最多得票奖。并且获2010年东京国际动漫节第9回东京动画奖声优赏。

中文名： 	神谷浩史
外文名： 	（平假名）かみや ひろし，（罗马字）Kamiya Hiroshi
别名： 	Hiroc、猫C
国籍： 	日本
出生地： 	日本千叶县松户市
出生日期： 	1975年1月28日
",,3,0,1436866637,"{'view': 0, 'use': 18671, 'atten': 36022}",0,0,0,0,0,0,0,,new_channel,False,#9371FA,60,False,36022,1.1万,107,,1240094
18939,宇多田光,http://i0.hdslb.com/bfs/tag/6052e234412e81367790b3bb3d811142e629ade5.jpg,,"宇多田光（日语：宇多田 ヒカル，1983年1月19日－），日裔美國人女歌手、作詞家、作曲家、音樂製作人。出生於美國紐約市。所屬唱片公司為EMI Music Japan（原東芝EMI），所屬經紀公司為U3MUSIC。暱稱為「ヒッキー」（Hikki）。
除作為演唱歌手外，其樂曲之作詞、作曲亦多由本人完成。其父親是音樂製作人宇多田照實，也是她目前的經紀人。母親是日本1970年代風靡一世的演歌歌手藤圭子。
在2011年，她以「希望去學習自己所不足的部分」的原因，暫停歌手活動。",,3,0,1436866637,"{'view': 0, 'use': 13312, 'atten': 1722}",0,0,0,0,0,0,0,,old_channel,False,,0,False,1722,-,0,,1240094
146831,STAY GOLD,,,,,0,0,1436866637,"{'view': 0, 'use': 45, 'atten': 0}",0,0,0,0,0,0,0,,old_channel,False,,0,False,0,-,0,,1240094
673152,实况攻略,http://i0.hdslb.com/bfs/archive/07068dad9763fcd3df5d2483b629fe843f067e9e.jpg,http://i0.hdslb.com/bfs/archive/3d062e10b66f1a120600bb340c8eeac01ff4bc1f.jpg,游戏实况与攻略视频,,3,0,1436866637,"{'view': 0, 'use': 40086, 'atten': 25420}",0,0,0,0,0,0,0,,old_channel,False,,0,False,25420,-,0,,1240106
7160,实况解说,http://i0.hdslb.com/bfs/tag/36955b7e83ff9f5053cf23bd870d720a598c53aa.jpg,,,,3,0,1436866637,"{'view': 0, 'use': 2788253, 'atten': 26054}",0,0,0,0,0,0,0,,old_channel,False,,0,False,26054,-,0,,1240106
100798,妖妖剑戟梦想,,,,,0,0,1436866637,"{'view': 0, 'use': 156, 'atten': 13}",0,0,0,0,0,0,0,,old_channel,False,,0,False,13,-,0,,1240106
